crop_name,planting_date,harvest_date,growth_stage,pest_control_measures,yield_prediction
Cotton,2025-02-05,2025-04-12,Maturity,Use of organic pesticides,782
Rice,2023-06-30,2023-09-24,Maturity,Crop rotation,3144
Tomato,2024-06-17,2024-09-13,Seedling,Regular field monitoring,2973
Tomato,2024-08-02,2024-11-29,Maturity,Biological pest control,4211
Wheat,2023-11-01,2024-03-29,Maturity,Use of organic pesticides,4553
Soybean,2025-01-17,2025-04-04,Flowering,Biological pest control,507
Lettuce,2024-01-17,2024-04-29,Maturity,Chemical pesticides,716
Tomato,2023-10-31,2024-01-17,Seedling,Neem oil application,871
Sugarcane,2024-08-25,2024-10-30,Fruiting,Crop rotation,4299
Lettuce,2024-01-15,2024-06-21,Seedling,Neem oil application,4307
Corn,2023-12-18,2024-05-15,Vegetative,Biological pest control,4504
Soybean,2024-03-28,2024-07-02,Vegetative,Biological pest control,4473
Rice,2024-06-05,2024-11-01,Fruiting,Use of organic pesticides,4322
Soybean,2025-01-19,2025-07-12,Maturity,Regular field monitoring,2408
Lettuce,2024-09-14,2025-01-23,Vegetative,Chemical pesticides,3124
Corn,2023-07-05,2023-09-28,Seedling,Use of organic pesticides,1157
Corn,2024-06-20,2024-11-19,Fruiting,Chemical pesticides,1165
Potato,2024-10-09,2025-01-30,Vegetative,Biological pest control,2980
Potato,2023-12-30,2024-06-03,Seedling,Use of organic pesticides,2753
Wheat,2024-10-02,2025-03-28,Seedling,Crop rotation,1956
Wheat,2023-04-11,2023-09-12,Maturity,Use of organic pesticides,759
Soybean,2023-03-15,2023-07-18,Flowering,Biological pest control,883
Cotton,2023-05-28,2023-08-21,Fruiting,Chemical pesticides,3587
Cotton,2024-01-15,2024-04-24,Vegetative,Chemical pesticides,3166
Rice,2024-05-11,2024-08-15,Maturity,Chemical pesticides,850
Lettuce,2023-11-07,2024-04-01,Flowering,Regular field monitoring,1292
Soybean,2023-11-26,2024-03-29,Flowering,Biological pest control,4945
Wheat,2024-05-16,2024-10-28,Fruiting,Regular field monitoring,758
Corn,2023-09-26,2023-12-05,Fruiting,Biological pest control,3474
Lettuce,2025-02-14,2025-07-25,Maturity,Chemical pesticides,785
Rice,2024-11-01,2025-03-06,Flowering,Use of organic pesticides,633
Cotton,2023-09-04,2023-12-30,Vegetative,Chemical pesticides,1621
Wheat,2025-01-27,2025-05-23,Flowering,Biological pest control,3575
Soybean,2023-07-10,2023-12-06,Maturity,Biological pest control,1532
Cotton,2023-06-19,2023-11-10,Seedling,Regular field monitoring,3067
Potato,2024-04-20,2024-08-18,Maturity,Biological pest control,1165
Rice,2024-06-02,2024-08-07,Flowering,Use of organic pesticides,4314
Wheat,2023-05-23,2023-08-04,Maturity,Neem oil application,2127
Lettuce,2023-12-20,2024-06-08,Maturity,Use of organic pesticides,4292
Potato,2024-04-25,2024-09-20,Seedling,Use of organic pesticides,742
Potato,2023-08-21,2024-01-28,Fruiting,Use of organic pesticides,4789
Corn,2023-08-26,2024-01-17,Maturity,Crop rotation,3628
Sugarcane,2024-05-30,2024-10-01,Vegetative,Regular field monitoring,4542
Soybean,2024-09-13,2025-01-06,Maturity,Regular field monitoring,2553
Soybean,2024-07-06,2024-09-14,Seedling,Chemical pesticides,3427
Rice,2023-05-22,2023-09-26,Vegetative,Biological pest control,1942
Rice,2024-03-25,2024-09-04,Maturity,Neem oil application,2432
Lettuce,2024-10-13,2025-03-21,Seedling,Neem oil application,2165
Corn,2024-05-08,2024-10-26,Flowering,Neem oil application,1358
Wheat,2024-09-18,2025-01-25,Maturity,Regular field monitoring,3672
Soybean,2024-03-25,2024-08-30,Flowering,Crop rotation,3580
Cotton,2024-12-20,2025-04-14,Vegetative,Regular field monitoring,3126
Lettuce,2023-05-26,2023-09-17,Fruiting,Regular field monitoring,4805
Cotton,2023-12-11,2024-04-15,Maturity,Biological pest control,3969
Barley,2024-04-19,2024-10-15,Maturity,Regular field monitoring,1317
Soybean,2023-03-15,2023-07-04,Seedling,Regular field monitoring,1367
Tomato,2023-12-01,2024-05-09,Seedling,Biological pest control,4547
Soybean,2024-12-27,2025-03-05,Fruiting,Use of organic pesticides,2922
Rice,2024-04-04,2024-09-18,Fruiting,Crop rotation,2458
Soybean,2023-12-11,2024-02-24,Fruiting,Biological pest control,2561
Wheat,2023-08-31,2024-01-08,Seedling,Neem oil application,3753
Wheat,2023-12-15,2024-03-24,Vegetative,Neem oil application,3948
Tomato,2023-04-21,2023-08-28,Seedling,Biological pest control,4469
Sugarcane,2025-02-15,2025-06-05,Vegetative,Regular field monitoring,2913
Rice,2023-06-05,2023-09-12,Seedling,Regular field monitoring,656
Barley,2024-03-19,2024-09-13,Seedling,Biological pest control,670
Corn,2024-11-02,2025-03-28,Vegetative,Use of organic pesticides,3893
Rice,2024-10-06,2025-01-01,Vegetative,Regular field monitoring,2723
Rice,2024-03-05,2024-06-09,Vegetative,Neem oil application,4328
Rice,2023-11-06,2024-01-18,Flowering,Use of organic pesticides,2737
Sugarcane,2023-09-02,2024-02-21,Flowering,Crop rotation,3335
Soybean,2024-12-21,2025-04-04,Vegetative,Biological pest control,2715
Corn,2024-08-02,2024-12-16,Maturity,Neem oil application,2782
Wheat,2023-07-21,2023-11-27,Seedling,Neem oil application,4623
Wheat,2023-11-15,2024-03-03,Fruiting,Regular field monitoring,2344
Sugarcane,2024-07-21,2024-10-24,Maturity,Crop rotation,3238
Sugarcane,2023-11-26,2024-01-25,Vegetative,Use of organic pesticides,2973
Barley,2023-08-17,2023-12-28,Vegetative,Biological pest control,681
Tomato,2024-04-18,2024-09-27,Vegetative,Biological pest control,4663
Lettuce,2024-01-09,2024-05-19,Fruiting,Regular field monitoring,4386
Tomato,2023-10-26,2024-01-02,Seedling,Use of organic pesticides,2858
Cotton,2024-10-12,2024-12-11,Fruiting,Neem oil application,901
Tomato,2023-09-15,2023-12-04,Maturity,Crop rotation,2536
Tomato,2024-03-11,2024-06-06,Vegetative,Use of organic pesticides,3053
Soybean,2023-07-21,2024-01-05,Flowering,Use of organic pesticides,3241
Sugarcane,2024-10-29,2025-03-10,Vegetative,Chemical pesticides,1650
Corn,2024-07-02,2024-11-01,Fruiting,Biological pest control,3555
Lettuce,2023-05-28,2023-09-08,Seedling,Biological pest control,2317
Lettuce,2023-06-08,2023-11-15,Fruiting,Biological pest control,4509
Wheat,2024-04-30,2024-09-22,Vegetative,Chemical pesticides,1759
Tomato,2023-08-11,2023-11-01,Flowering,Neem oil application,4790
Lettuce,2023-11-16,2024-01-26,Fruiting,Crop rotation,864
Cotton,2024-11-12,2025-02-20,Maturity,Crop rotation,1860
Lettuce,2023-05-07,2023-08-21,Vegetative,Regular field monitoring,3656
Rice,2023-07-09,2023-12-05,Maturity,Chemical pesticides,4644
Corn,2023-02-28,2023-08-20,Vegetative,Crop rotation,1363
Rice,2023-12-07,2024-03-26,Maturity,Chemical pesticides,3531
Soybean,2024-03-03,2024-07-22,Fruiting,Use of organic pesticides,1855
Rice,2024-09-07,2025-01-27,Fruiting,Chemical pesticides,4436
Corn,2023-08-25,2023-11-30,Flowering,Regular field monitoring,2687
Potato,2024-04-18,2024-09-23,Seedling,Crop rotation,741
Potato,2025-01-27,2025-06-15,Seedling,Crop rotation,561
Wheat,2025-01-13,2025-06-05,Vegetative,Chemical pesticides,3269
Soybean,2024-03-08,2024-07-07,Vegetative,Use of organic pesticides,2926
Lettuce,2024-03-09,2024-05-19,Fruiting,Regular field monitoring,1239
Rice,2023-04-30,2023-07-20,Seedling,Regular field monitoring,625
Potato,2024-10-29,2025-01-21,Maturity,Use of organic pesticides,1882
Potato,2023-08-17,2023-10-20,Vegetative,Crop rotation,964
Sugarcane,2023-10-20,2024-02-02,Seedling,Biological pest control,2503
Tomato,2023-12-02,2024-05-04,Flowering,Crop rotation,4653
Corn,2024-01-07,2024-06-03,Fruiting,Neem oil application,2742
Lettuce,2024-11-18,2025-01-30,Vegetative,Crop rotation,1339
Lettuce,2024-03-09,2024-08-04,Vegetative,Neem oil application,1876
Barley,2023-10-17,2024-03-12,Fruiting,Crop rotation,3701
Soybean,2024-04-26,2024-07-01,Fruiting,Biological pest control,618
Rice,2023-11-04,2024-03-05,Fruiting,Crop rotation,1871
Potato,2023-11-18,2024-05-03,Seedling,Chemical pesticides,1674
Wheat,2024-06-01,2024-08-21,Maturity,Crop rotation,1905
Corn,2024-11-21,2025-04-23,Fruiting,Crop rotation,1246
Cotton,2023-11-11,2024-01-29,Maturity,Regular field monitoring,815
Wheat,2024-11-05,2025-03-09,Fruiting,Biological pest control,3101
Sugarcane,2023-06-01,2023-08-03,Vegetative,Regular field monitoring,3899
Soybean,2025-02-12,2025-06-20,Seedling,Chemical pesticides,732
Wheat,2023-08-01,2024-01-19,Maturity,Neem oil application,1134
Lettuce,2023-02-18,2023-06-04,Flowering,Regular field monitoring,1438
Lettuce,2023-10-06,2023-12-30,Fruiting,Neem oil application,2357
Rice,2023-06-12,2023-09-15,Seedling,Chemical pesticides,1354
Corn,2024-10-01,2025-01-28,Flowering,Neem oil application,2206
Corn,2023-04-04,2023-07-13,Seedling,Regular field monitoring,3300
Cotton,2024-01-25,2024-05-17,Fruiting,Regular field monitoring,2314
Corn,2023-11-03,2024-04-10,Flowering,Crop rotation,4447
Potato,2024-12-06,2025-02-26,Seedling,Crop rotation,1572
Soybean,2024-06-05,2024-08-06,Flowering,Regular field monitoring,2744
Potato,2024-07-11,2024-11-10,Maturity,Regular field monitoring,1077
Rice,2023-12-30,2024-06-20,Vegetative,Biological pest control,1509
Corn,2024-01-19,2024-06-22,Vegetative,Use of organic pesticides,4963
Corn,2024-09-22,2025-02-26,Flowering,Use of organic pesticides,1780
Sugarcane,2023-04-28,2023-08-29,Seedling,Chemical pesticides,2080
Sugarcane,2024-08-17,2024-11-29,Vegetative,Use of organic pesticides,3516
Wheat,2023-05-23,2023-07-25,Vegetative,Use of organic pesticides,1600
Wheat,2023-08-08,2024-01-05,Flowering,Neem oil application,1245
Sugarcane,2023-12-30,2024-05-18,Maturity,Biological pest control,3809
Cotton,2024-03-17,2024-09-12,Fruiting,Biological pest control,3943
Cotton,2024-08-09,2024-10-13,Flowering,Crop rotation,4601
Lettuce,2023-05-08,2023-10-04,Vegetative,Use of organic pesticides,1253
Lettuce,2023-02-17,2023-05-11,Vegetative,Use of organic pesticides,2769
Barley,2024-01-29,2024-05-13,Vegetative,Use of organic pesticides,1007
Wheat,2024-02-26,2024-06-13,Seedling,Regular field monitoring,1093
Rice,2024-08-20,2025-02-05,Maturity,Use of organic pesticides,2714
Tomato,2024-12-07,2025-02-11,Seedling,Neem oil application,2136
Cotton,2024-03-08,2024-08-18,Maturity,Regular field monitoring,600
Tomato,2024-01-03,2024-03-19,Flowering,Neem oil application,4966
Sugarcane,2024-06-14,2024-08-31,Vegetative,Neem oil application,2138
Soybean,2024-12-10,2025-02-23,Fruiting,Use of organic pesticides,3655
Rice,2024-01-04,2024-03-29,Seedling,Regular field monitoring,2979
Cotton,2024-10-02,2025-03-07,Vegetative,Biological pest control,3407
Tomato,2023-07-23,2024-01-01,Maturity,Regular field monitoring,1696
Wheat,2024-04-30,2024-07-27,Vegetative,Neem oil application,3255
Tomato,2024-12-27,2025-06-03,Fruiting,Crop rotation,4624
Cotton,2023-02-22,2023-05-30,Flowering,Use of organic pesticides,3219
Potato,2024-11-17,2025-02-01,Vegetative,Crop rotation,2664
Barley,2023-08-07,2023-10-23,Maturity,Chemical pesticides,4064
Lettuce,2024-12-25,2025-03-02,Fruiting,Crop rotation,840
Cotton,2023-04-05,2023-07-07,Flowering,Crop rotation,2834
Wheat,2023-09-03,2023-11-25,Flowering,Biological pest control,4046
Corn,2023-05-14,2023-08-18,Flowering,Use of organic pesticides,4923
Cotton,2023-08-14,2023-11-08,Vegetative,Use of organic pesticides,4552
Potato,2024-02-14,2024-05-15,Vegetative,Regular field monitoring,1105
Lettuce,2023-03-18,2023-06-15,Fruiting,Regular field monitoring,2028
Wheat,2023-11-18,2024-01-24,Flowering,Chemical pesticides,1776
Barley,2024-08-03,2024-10-17,Seedling,Biological pest control,1649
Tomato,2023-08-14,2024-02-07,Seedling,Crop rotation,4781
Sugarcane,2024-12-17,2025-03-24,Seedling,Neem oil application,2290
Barley,2025-02-04,2025-07-31,Vegetative,Use of organic pesticides,3725
Barley,2024-01-29,2024-03-30,Fruiting,Use of organic pesticides,3371
Potato,2024-02-20,2024-05-11,Maturity,Chemical pesticides,3653
Potato,2024-06-09,2024-11-14,Fruiting,Neem oil application,2576
Sugarcane,2023-07-12,2023-12-13,Flowering,Chemical pesticides,1823
Sugarcane,2023-09-11,2023-11-11,Vegetative,Crop rotation,625
Soybean,2023-03-19,2023-08-24,Flowering,Regular field monitoring,3265
Sugarcane,2023-08-29,2023-11-07,Flowering,Crop rotation,3331
Cotton,2025-02-16,2025-07-15,Flowering,Chemical pesticides,2879
Sugarcane,2024-06-19,2024-10-10,Maturity,Crop rotation,1954
Cotton,2023-05-23,2023-10-31,Vegetative,Regular field monitoring,4015
Corn,2024-01-19,2024-05-22,Maturity,Neem oil application,505
Potato,2023-06-06,2023-10-30,Seedling,Crop rotation,1435
Lettuce,2024-02-26,2024-05-11,Maturity,Use of organic pesticides,2367
Rice,2023-10-31,2024-03-27,Vegetative,Biological pest control,3966
Lettuce,2024-10-21,2025-03-04,Maturity,Biological pest control,1805
Lettuce,2023-07-06,2023-11-27,Vegetative,Neem oil application,1085
Lettuce,2023-04-01,2023-07-27,Flowering,Crop rotation,2965
Corn,2023-03-28,2023-07-17,Vegetative,Biological pest control,3495
Lettuce,2023-11-02,2024-03-15,Fruiting,Biological pest control,3021
Potato,2024-04-06,2024-09-19,Flowering,Crop rotation,1717
Cotton,2023-09-12,2024-01-14,Vegetative,Crop rotation,1976
Wheat,2024-11-01,2025-04-21,Maturity,Neem oil application,2594
Lettuce,2024-09-16,2025-03-14,Flowering,Biological pest control,1403
Rice,2023-03-20,2023-09-04,Seedling,Regular field monitoring,1383
Potato,2023-05-29,2023-10-27,Seedling,Biological pest control,3740
Lettuce,2023-04-27,2023-08-16,Vegetative,Biological pest control,1553
Corn,2023-07-04,2023-09-16,Maturity,Biological pest control,1549
Tomato,2023-06-16,2023-11-23,Flowering,Neem oil application,3777
Corn,2024-06-09,2024-10-11,Vegetative,Use of organic pesticides,2760
Sugarcane,2023-08-17,2024-01-10,Flowering,Use of organic pesticides,2401
Lettuce,2023-12-20,2024-03-09,Vegetative,Regular field monitoring,1677
Barley,2024-09-12,2025-01-27,Flowering,Biological pest control,2072
Rice,2023-05-24,2023-11-10,Flowering,Use of organic pesticides,1318
Corn,2023-05-10,2023-10-25,Maturity,Use of organic pesticides,4834
Cotton,2024-06-28,2024-09-02,Vegetative,Neem oil application,4602
Cotton,2024-05-17,2024-11-01,Vegetative,Biological pest control,3618
Corn,2024-03-04,2024-08-12,Seedling,Chemical pesticides,1398
Corn,2023-09-20,2023-12-26,Maturity,Crop rotation,4195
Sugarcane,2024-04-02,2024-08-08,Flowering,Chemical pesticides,3719
Corn,2024-12-14,2025-02-12,Seedling,Regular field monitoring,2781
Corn,2024-08-05,2024-11-13,Maturity,Crop rotation,3391
Barley,2024-03-26,2024-07-19,Vegetative,Crop rotation,1124
Cotton,2023-07-01,2023-11-30,Flowering,Crop rotation,3861
Lettuce,2024-03-09,2024-06-21,Fruiting,Crop rotation,2533
Cotton,2025-01-10,2025-03-29,Maturity,Regular field monitoring,4916
Lettuce,2024-04-10,2024-09-13,Vegetative,Regular field monitoring,4971
Corn,2023-09-24,2023-12-03,Maturity,Biological pest control,1326
Sugarcane,2023-11-20,2024-04-07,Vegetative,Neem oil application,4814
Sugarcane,2024-07-13,2024-10-21,Fruiting,Chemical pesticides,2041
Cotton,2023-07-28,2023-12-17,Fruiting,Chemical pesticides,3449
Cotton,2024-10-31,2025-02-12,Vegetative,Biological pest control,1844
Cotton,2025-01-18,2025-05-11,Seedling,Use of organic pesticides,1689
Cotton,2024-06-23,2024-10-12,Vegetative,Chemical pesticides,3950
Barley,2024-04-25,2024-10-03,Seedling,Neem oil application,1519
Barley,2023-07-27,2023-11-05,Maturity,Chemical pesticides,2380
Barley,2024-03-17,2024-07-30,Flowering,Regular field monitoring,2045
Barley,2024-07-17,2024-11-01,Flowering,Use of organic pesticides,1900
Barley,2023-09-27,2024-01-20,Maturity,Use of organic pesticides,2692
Tomato,2024-01-27,2024-07-08,Flowering,Chemical pesticides,3711
Potato,2024-05-21,2024-07-23,Seedling,Biological pest control,3521
Rice,2024-10-18,2025-02-09,Flowering,Regular field monitoring,2213
Corn,2023-06-04,2023-08-03,Maturity,Biological pest control,2940
Wheat,2023-03-03,2023-07-21,Vegetative,Biological pest control,4209
Rice,2024-02-09,2024-08-06,Flowering,Use of organic pesticides,4580
Potato,2024-10-15,2025-04-11,Vegetative,Biological pest control,1162
Barley,2024-04-13,2024-07-31,Flowering,Biological pest control,1867
Barley,2023-11-10,2024-04-09,Flowering,Regular field monitoring,4003
Cotton,2024-04-02,2024-07-15,Vegetative,Neem oil application,4036
Cotton,2023-11-13,2024-03-03,Vegetative,Use of organic pesticides,4806
Tomato,2024-08-10,2024-10-26,Flowering,Chemical pesticides,561
Corn,2023-06-04,2023-09-13,Fruiting,Use of organic pesticides,3405
Soybean,2024-06-25,2024-10-09,Flowering,Use of organic pesticides,546
Wheat,2023-09-20,2024-01-27,Maturity,Regular field monitoring,4714
Tomato,2024-11-10,2025-03-27,Maturity,Regular field monitoring,1949
Corn,2024-05-05,2024-07-08,Seedling,Chemical pesticides,3453
Lettuce,2024-02-12,2024-08-05,Fruiting,Biological pest control,4087
Barley,2023-03-02,2023-05-17,Vegetative,Biological pest control,3891
Rice,2024-02-04,2024-06-13,Fruiting,Crop rotation,4407
Wheat,2024-04-24,2024-10-05,Vegetative,Chemical pesticides,2813
Rice,2025-01-24,2025-05-21,Vegetative,Use of organic pesticides,2930
Rice,2023-09-24,2024-03-14,Seedling,Biological pest control,894
Corn,2024-09-02,2024-12-18,Fruiting,Chemical pesticides,4782
Rice,2024-06-01,2024-10-28,Vegetative,Crop rotation,3221
Potato,2025-01-23,2025-05-21,Seedling,Use of organic pesticides,4697
Sugarcane,2023-08-03,2024-01-10,Maturity,Biological pest control,3269
Tomato,2023-09-02,2024-01-24,Maturity,Regular field monitoring,4573
Wheat,2023-11-08,2024-01-11,Maturity,Crop rotation,1786
Corn,2024-02-02,2024-05-01,Maturity,Use of organic pesticides,4337
Soybean,2024-03-08,2024-09-02,Flowering,Neem oil application,1229
Corn,2024-09-04,2025-01-23,Vegetative,Crop rotation,3933
Sugarcane,2024-09-27,2024-12-07,Seedling,Crop rotation,3802
Rice,2024-02-05,2024-07-06,Vegetative,Regular field monitoring,4833
Barley,2024-07-19,2024-12-22,Vegetative,Neem oil application,4437
Rice,2024-08-18,2024-11-21,Maturity,Neem oil application,4587
Soybean,2023-04-12,2023-07-30,Vegetative,Crop rotation,4106
Tomato,2023-08-30,2023-12-02,Seedling,Biological pest control,733
Cotton,2024-06-19,2024-09-09,Seedling,Crop rotation,4962
Barley,2024-01-30,2024-07-20,Flowering,Neem oil application,4558
Wheat,2023-11-21,2024-03-10,Seedling,Use of organic pesticides,772
Potato,2024-12-02,2025-05-27,Vegetative,Use of organic pesticides,985
Cotton,2024-01-04,2024-05-12,Vegetative,Use of organic pesticides,3446
Barley,2024-02-06,2024-07-23,Flowering,Biological pest control,2117
Soybean,2024-10-09,2025-02-28,Fruiting,Crop rotation,3351
Potato,2024-01-10,2024-03-11,Flowering,Chemical pesticides,4810
Sugarcane,2023-05-11,2023-08-23,Fruiting,Neem oil application,4691
Sugarcane,2024-03-17,2024-09-10,Seedling,Use of organic pesticides,2852
Soybean,2024-12-11,2025-03-07,Maturity,Crop rotation,3222
Soybean,2023-02-26,2023-05-31,Flowering,Crop rotation,886
Soybean,2023-11-10,2024-03-24,Seedling,Neem oil application,1926
Wheat,2024-07-21,2024-12-31,Maturity,Chemical pesticides,2583
Potato,2024-12-18,2025-03-21,Flowering,Crop rotation,1589
Sugarcane,2024-12-04,2025-04-03,Seedling,Neem oil application,4744
Rice,2023-09-01,2024-01-02,Fruiting,Neem oil application,2959
Cotton,2023-12-21,2024-05-23,Seedling,Chemical pesticides,4978
Lettuce,2024-11-11,2025-01-17,Fruiting,Use of organic pesticides,664
Barley,2024-04-21,2024-07-11,Flowering,Regular field monitoring,2944
Tomato,2023-10-05,2024-02-08,Flowering,Regular field monitoring,1449
Cotton,2023-04-22,2023-09-07,Maturity,Biological pest control,3812
Lettuce,2024-07-20,2024-10-23,Maturity,Crop rotation,2483
Lettuce,2023-09-04,2024-02-21,Maturity,Biological pest control,2267
Cotton,2024-05-01,2024-09-17,Flowering,Chemical pesticides,1352
Potato,2023-10-08,2024-03-24,Flowering,Crop rotation,982
Potato,2024-06-10,2024-11-03,Seedling,Crop rotation,3242
Soybean,2024-11-16,2025-03-13,Vegetative,Regular field monitoring,1605
Barley,2023-09-22,2024-03-01,Flowering,Chemical pesticides,3098
Cotton,2023-03-01,2023-07-04,Maturity,Biological pest control,1979
Corn,2023-04-15,2023-09-16,Vegetative,Crop rotation,2397
Soybean,2024-01-14,2024-06-28,Maturity,Crop rotation,3238
Lettuce,2024-02-21,2024-06-09,Vegetative,Biological pest control,2817
Barley,2023-06-05,2023-11-28,Fruiting,Regular field monitoring,2820
Wheat,2023-11-12,2024-04-21,Seedling,Biological pest control,4271
Lettuce,2024-07-23,2024-12-07,Fruiting,Regular field monitoring,2775
Cotton,2024-07-22,2024-12-27,Vegetative,Neem oil application,4343
Sugarcane,2023-09-22,2023-12-09,Fruiting,Biological pest control,3963
Corn,2024-07-31,2025-01-26,Fruiting,Biological pest control,3741
Soybean,2024-03-07,2024-07-22,Vegetative,Crop rotation,774
Tomato,2024-04-08,2024-09-06,Maturity,Biological pest control,1604
Cotton,2023-08-12,2023-12-08,Vegetative,Chemical pesticides,799
Lettuce,2023-09-22,2023-12-11,Vegetative,Biological pest control,1426
Tomato,2023-03-10,2023-07-19,Maturity,Biological pest control,4393
Rice,2024-09-07,2024-11-11,Seedling,Crop rotation,1055
Lettuce,2024-02-10,2024-07-06,Seedling,Use of organic pesticides,2518
Tomato,2024-04-29,2024-10-11,Fruiting,Use of organic pesticides,3769
Potato,2023-03-05,2023-06-16,Flowering,Neem oil application,4373
Potato,2024-09-25,2025-03-19,Flowering,Crop rotation,1309
Rice,2025-02-02,2025-06-12,Seedling,Neem oil application,3223
Corn,2024-11-23,2025-05-13,Vegetative,Use of organic pesticides,3303
Barley,2023-10-24,2024-01-18,Vegetative,Use of organic pesticides,2746
Soybean,2023-12-24,2024-03-09,Maturity,Regular field monitoring,3570
Lettuce,2023-07-20,2023-11-18,Fruiting,Regular field monitoring,4358
Lettuce,2023-07-20,2023-10-05,Flowering,Neem oil application,2847
Soybean,2024-06-07,2024-11-19,Seedling,Neem oil application,2506
Rice,2024-12-21,2025-05-06,Fruiting,Neem oil application,3823
Lettuce,2023-04-18,2023-09-20,Vegetative,Crop rotation,2357
Soybean,2024-04-18,2024-07-03,Maturity,Chemical pesticides,1582
Lettuce,2024-03-31,2024-08-18,Fruiting,Use of organic pesticides,2333
Potato,2024-11-17,2025-02-21,Fruiting,Chemical pesticides,755
Tomato,2023-09-05,2023-11-15,Vegetative,Biological pest control,1594
Cotton,2024-08-15,2024-12-31,Seedling,Crop rotation,2385
Soybean,2023-12-01,2024-05-10,Vegetative,Biological pest control,1361
Corn,2023-09-21,2024-03-09,Fruiting,Chemical pesticides,2476
Barley,2025-01-07,2025-03-10,Fruiting,Neem oil application,3010
Cotton,2024-05-06,2024-07-20,Seedling,Chemical pesticides,4076
Sugarcane,2023-09-17,2024-02-09,Maturity,Crop rotation,2766
Barley,2024-10-11,2025-01-27,Seedling,Neem oil application,2792
Sugarcane,2023-02-18,2023-06-24,Maturity,Neem oil application,1494
Tomato,2023-08-01,2024-01-17,Seedling,Crop rotation,2787
Potato,2024-08-23,2025-02-03,Flowering,Regular field monitoring,3376
Sugarcane,2024-07-26,2024-10-29,Flowering,Crop rotation,4126
Soybean,2024-08-23,2025-02-04,Vegetative,Biological pest control,4722
Corn,2023-11-27,2024-04-12,Flowering,Regular field monitoring,1630
Barley,2024-01-23,2024-07-09,Seedling,Biological pest control,2001
Tomato,2024-01-16,2024-06-09,Maturity,Use of organic pesticides,3498
Cotton,2023-02-22,2023-05-08,Maturity,Regular field monitoring,1325
Lettuce,2024-10-27,2025-02-26,Vegetative,Biological pest control,2682
Lettuce,2024-10-08,2025-03-18,Seedling,Biological pest control,4480
Potato,2023-10-28,2024-01-22,Maturity,Chemical pesticides,4621
Rice,2025-02-07,2025-07-01,Seedling,Chemical pesticides,1263
Sugarcane,2024-12-26,2025-03-15,Seedling,Chemical pesticides,2919
Potato,2023-11-22,2024-02-07,Seedling,Chemical pesticides,1419
Potato,2025-02-10,2025-04-12,Fruiting,Chemical pesticides,2352
Soybean,2024-06-27,2024-11-02,Seedling,Crop rotation,4973
Barley,2024-04-04,2024-07-19,Maturity,Chemical pesticides,514
Sugarcane,2024-08-22,2024-12-29,Vegetative,Crop rotation,2970
Soybean,2023-05-17,2023-10-30,Fruiting,Use of organic pesticides,1077
Potato,2024-08-06,2024-11-17,Fruiting,Neem oil application,4288
Sugarcane,2023-12-01,2024-02-13,Seedling,Regular field monitoring,713
Lettuce,2023-08-23,2023-11-10,Seedling,Neem oil application,2911
Soybean,2023-07-01,2023-12-23,Seedling,Neem oil application,3908
Soybean,2023-06-01,2023-10-08,Vegetative,Neem oil application,2145
Wheat,2024-09-02,2025-01-15,Flowering,Chemical pesticides,2127
Lettuce,2024-07-22,2024-12-21,Seedling,Biological pest control,931
Cotton,2024-11-28,2025-04-20,Vegetative,Regular field monitoring,1034
Cotton,2024-11-13,2025-02-19,Vegetative,Crop rotation,1169
Rice,2024-03-27,2024-06-30,Fruiting,Regular field monitoring,508
Cotton,2023-04-12,2023-10-01,Maturity,Crop rotation,4387
Rice,2023-04-30,2023-10-12,Vegetative,Use of organic pesticides,686
Tomato,2023-06-13,2023-10-26,Vegetative,Neem oil application,3847
Rice,2023-12-04,2024-05-13,Flowering,Biological pest control,4868
Lettuce,2025-02-15,2025-04-20,Fruiting,Biological pest control,4474
Cotton,2023-02-18,2023-07-16,Flowering,Neem oil application,3358
Rice,2023-05-21,2023-08-16,Seedling,Neem oil application,4934
Soybean,2024-03-20,2024-06-17,Flowering,Chemical pesticides,4739
Cotton,2023-06-25,2023-12-04,Maturity,Regular field monitoring,4718
Tomato,2023-05-16,2023-09-23,Vegetative,Neem oil application,2498
Sugarcane,2023-04-12,2023-08-28,Flowering,Regular field monitoring,4891
Soybean,2023-06-18,2023-08-21,Maturity,Crop rotation,2404
Barley,2024-05-18,2024-09-12,Vegetative,Use of organic pesticides,1673
Tomato,2023-12-23,2024-05-01,Flowering,Chemical pesticides,3495
Sugarcane,2024-03-18,2024-07-16,Maturity,Biological pest control,3403
Lettuce,2024-06-21,2024-11-23,Vegetative,Crop rotation,4626
Barley,2023-04-18,2023-08-18,Fruiting,Chemical pesticides,2291
Potato,2023-05-16,2023-09-27,Flowering,Neem oil application,2160
Tomato,2025-01-16,2025-06-09,Fruiting,Neem oil application,758
Wheat,2023-12-28,2024-06-21,Seedling,Chemical pesticides,3390
Rice,2024-04-24,2024-07-29,Seedling,Biological pest control,4712
Cotton,2024-05-26,2024-08-18,Seedling,Neem oil application,2613
Potato,2024-09-24,2025-02-02,Vegetative,Chemical pesticides,1980
Cotton,2024-01-07,2024-04-01,Seedling,Regular field monitoring,4245
Barley,2023-05-19,2023-08-11,Flowering,Chemical pesticides,2156
Lettuce,2023-10-13,2024-01-31,Seedling,Regular field monitoring,2653
